# k, experiment with shifted e, fit result * k**2
1.194248608534322820e+01,-2.220642539064025291e-04,1.005785938895908781e-04
1.196753246753246813e+01,-3.391593791296812184e-04,3.995679334729046510e-05
1.199257884972170629e+01,-4.493608179959142704e-04,-1.788592819499185412e-05
1.201762523191094623e+01,-4.543112094677028345e-04,-7.016599897632875898e-05
1.204267161410018616e+01,-4.593451522174339706e-04,-1.194418051095100090e-04
1.206771799628942432e+01,-4.660642113787480303e-04,-1.627719607208796175e-04
1.209276437847866426e+01,-4.720330160710994329e-04,-2.028705699960005814e-04
1.211781076066790419e+01,-4.559651174275457849e-04,-2.369881751271493426e-04
1.214285714285714235e+01,-4.406897950979785810e-04,-2.676727629725264069e-04
1.216790352504638228e+01,-4.666478439130699522e-04,-2.926323749727935105e-04
1.219294990723562044e+01,-4.924343025946090191e-04,-3.140114013996894737e-04
1.221799628942486038e+01,-4.835880844792644776e-04,-3.301417564996032448e-04
1.224304267161410031e+01,-4.747415529841327551e-04,-3.426299970615713291e-04
1.226808905380333847e+01,-4.378620439162580168e-04,-3.504995046930039614e-04
1.229313543599257841e+01,-4.007319360797859868e-04,-3.547682295612859305e-04
1.231818181818181834e+01,-3.970680313491415855e-04,-3.551337595423403621e-04
1.234322820037105650e+01,-3.941723968454646722e-04,-3.520605604751227613e-04
1.236827458256029644e+01,-4.178393803438760047e-04,-3.458249500955231986e-04
1.239332096474953637e+01,-4.424972050222633559e-04,-3.364298060948856797e-04
1.241836734693877453e+01,-2.960530834229743182e-04,-3.245916271388605331e-04
1.244341372912801447e+01,-1.407348155964555504e-04,-3.099924097839214590e-04
1.246846011131725440e+01,-8.899285907947090881e-05,-2.936080462659771046e-04
1.249350649350649256e+01,-4.415368710924757350e-05,-2.749623745530931453e-04
1.251855287569573250e+01,-1.056259845935908682e-05,-2.551114693524228439e-04
1.254359925788497243e+01,2.211000624233732542e-05,-2.335806851878854300e-04
1.256864564007421059e+01,1.634272265316083646e-05,-2.113251807852572887e-04
1.259369202226345053e+01,6.842534541888918689e-06,-1.880234234211101572e-04
1.261873840445269046e+01,6.645236635549197040e-05,-1.643805462081054599e-04
1.264378478664192862e+01,1.338555227003694224e-04,-1.403422828161282425e-04
1.266883116883116855e+01,1.634013802068903613e-04,-1.162470898592047534e-04
1.269387755102040849e+01,1.880771868796629034e-04,-9.239566901266019715e-05
1.271892393320964665e+01,2.617276808066063042e-04,-6.869184970216089673e-05
1.274397031539888658e+01,3.424755054570819681e-04,-4.582280990713323733e-05
1.276901669758812652e+01,3.466737950433208164e-04,-2.323864176090349661e-05
1.279406307977736468e+01,3.385177203502319227e-04,-2.015635432748825421e-06
1.281910946196660461e+01,3.173485327313007079e-04,1.883396548547297352e-05
1.284415584415584455e+01,2.938596985743336808e-04,3.789439364080032828e-05
1.286920222634508271e+01,3.107740585197974500e-04,5.652434118629129242e-05
1.289424860853432264e+01,3.355816336323235827e-04,7.304553266679942485e-05
1.291929499072356258e+01,2.638880055507686036e-04,8.910066578182462046e-05
1.294434137291280074e+01,1.716560242505794204e-04,1.028516291854736684e-04
1.296938775510204067e+01,1.726336297283930193e-04,1.161050007129381590e-04
1.299443413729128061e+01,1.951060207778779654e-04,1.269771214529585445e-04
1.301948051948051877e+01,2.064591067425305146e-04,1.373217573217719800e-04
1.304452690166975870e+01,2.150465957339900663e-04,1.453226468651033949e-04
1.306957328385899864e+01,1.979478852874969768e-04,1.527519216134800456e-04
1.309461966604823679e+01,1.739846969788106507e-04,1.579787164712417890e-04
1.311966604823747673e+01,1.715918108767451892e-04,1.625861080119484164e-04
1.314471243042671667e+01,1.753696464703698383e-04,1.652167059207301401e-04
1.316975881261595482e+01,1.539182716060138426e-04,1.671729167418001120e-04
1.319480519480519476e+01,1.247641216209965855e-04,1.674499750368903543e-04
1.321985157699443469e+01,2.938021021921900571e-05,1.669997182532714796e-04
1.324489795918367285e+01,-8.752313766000509451e-05,1.652109113417926385e-04
1.326994434137291279e+01,-1.430005323022983288e-04,1.626453123632000018e-04
1.329499072356215272e+01,-1.772941105010059017e-04,1.591082461830525764e-04
1.332003710575139088e+01,-1.992530663121229863e-04,1.547544249539518045e-04
1.334508348794063082e+01,-2.167068551148900791e-04,1.497920940674174483e-04
1.337012987012987075e+01,-2.714205108106807277e-04,1.439901526887347387e-04
1.339517625231910891e+01,-3.405204808697284485e-04,1.379295670149218995e-04
1.342022263450834885e+01,-3.429923260036254876e-04,1.310252886967458170e-04
1.344526901669758701e+01,-3.183255277845417641e-04,1.241791216551737869e-04
1.347031539888682694e+01,-3.878804949661575851e-04,1.165147912726180826e-04
1.349536178107606688e+01,-4.978563845080568760e-04,1.091829516587322993e-04
1.352040816326530503e+01,-4.636656467191482183e-04,1.010818398024524090e-04
1.354545454545454497e+01,-3.644396103600274243e-04,9.353498750788488800e-05
1.357050092764378491e+01,-2.851065266536017282e-04,8.529524773041113840e-05
1.359554730983302306e+01,-2.151955610738930233e-04,7.777313165371424562e-05
1.362059369202226300e+01,-2.125621585113081531e-04,6.965299311788376358e-05
1.364564007421150293e+01,-2.433495343863197177e-04,6.235759046001058330e-05
1.367068645640074109e+01,-2.446447752168321582e-04,5.458032081727948984e-05
1.369573283858998103e+01,-2.305947440717830371e-04,4.767809489002275300e-05
1.372077922077922096e+01,-2.498260452265002010e-04,4.042375165887412925e-05
1.374582560296845912e+01,-2.871753777430506799e-04,3.404978794696571643e-05
1.377087198515769906e+01,-2.508375913727266780e-04,2.746220063000620896e-05
1.379591836734693899e+01,-1.725734521752653324e-04,2.171578554726807733e-05
1.382096474953617715e+01,-1.030804656229664351e-04,1.589604747594270732e-05
1.384601113172541709e+01,-3.879774845809345039e-05,1.084583918844305736e-05
1.387105751391465702e+01,-2.241957804262444392e-06,5.855922514102317613e-06
1.389610389610389518e+01,1.712937008603912357e-05,1.536417403034713044e-06
1.392115027829313512e+01,1.257115474082683349e-05,-2.598672553660778090e-06
1.394619666048237505e+01,-7.446714954718220445e-06,-6.176807310214676618e-06
1.397124304267161321e+01,-9.138581121552565828e-06,-9.463551701332060140e-06
1.399628942486085315e+01,1.501106145551344404e-06,-1.231412450143675752e-05
1.402133580705009308e+01,4.162624794951856697e-05,-1.478191897820084666e-05
1.404638218923933124e+01,1.024022346035047000e-04,-1.693411601057886364e-05
1.407142857142857117e+01,1.281481468190908953e-04,-1.863599566061201930e-05
1.409647495361781111e+01,1.283761779974779008e-04,-2.013582964592999585e-05
1.412152133580704927e+01,1.572147868462391007e-04,-2.114039319592998887e-05
1.414656771799628920e+01,2.077177755496646943e-04,-2.204679042423379165e-05
1.417161410018552914e+01,2.138173544726250158e-04,-2.243761111673271420e-05
1.419666048237476730e+01,1.849877303529879767e-04,-2.281856476409888435e-05
1.422170686456400723e+01,1.680722476899246275e-04,-2.268519346646453901e-05
1.424675324675324717e+01,1.608876331051059311e-04,-2.261447398314157502e-05
1.427179962894248533e+01,1.916464926212006281e-04,-2.205062677859740111e-05
1.429684601113172526e+01,2.545662444011033746e-04,-2.160234255462300780e-05
1.432189239332096520e+01,2.801829511806961867e-04,-2.069974309726085835e-05
1.434693877551020336e+01,2.730034207305314297e-04,-1.994958580024940855e-05
1.437198515769944329e+01,3.060972735227097648e-04,-1.879743617838321672e-05
1.439703153988868323e+01,3.759022268701590051e-04,-1.781857036826929553e-05
1.442207792207792139e+01,3.722988668598086175e-04,-1.650133278457334581e-05
1.444712430426716132e+01,2.993462656975121993e-04,-1.536473508622161605e-05
1.447217068645640126e+01,2.767878368201908508e-04,-1.395924629972505388e-05
1.449721706864563942e+01,3.035498136588541231e-04,-1.272997799429292400e-05
1.452226345083487935e+01,2.695283284414926972e-04,-1.130432132277074108e-05
1.454730983302411929e+01,1.739005234628356847e-04,-1.004120807464453443e-05
1.457235621521335744e+01,9.872311478813954782e-05,-8.652796501959627651e-06
1.459740259740259738e+01,4.500381366830111447e-05,-7.407119938619053920e-06
1.462244897959183731e+01,2.147378159045215513e-05,-6.103844607571424981e-06
1.464749536178107547e+01,3.072714857734719503e-05,-4.919593580690402459e-06
1.467254174397031541e+01,1.807158376056522029e-05,-3.739169927480060149e-06
1.469758812615955357e+01,-1.919949607733411533e-05,-2.652798360063531512e-06
1.472263450834879350e+01,-4.814361593081252749e-05,-1.623397108412197873e-06
1.474768089053803344e+01,-6.741051060041866952e-05,-6.632418194387142921e-07
1.477272727272727160e+01,-7.536820267701827621e-05,1.964873077953716730e-07
1.479777365491651153e+01,-6.973469905702451340e-05,1.010018441542034750e-06
1.482282003710575147e+01,-1.115434559564547476e-04,1.690042617882191831e-06
1.484786641929498963e+01,-2.122982840382674945e-04,2.343803572355898413e-06
1.487291280148422956e+01,-3.150252600260400608e-04,2.841434326762190550e-06
1.489795918367346950e+01,-4.202844812512561748e-04,3.329144502994974759e-06
1.492300556586270766e+01,-4.239918609912391606e-04,3.647998870479005158e-06
1.494805194805194759e+01,-2.929117005464963838e-04,3.969268442104227331e-06
1.497309833024118753e+01,-2.669123687110549689e-04,4.118830221268421880e-06
1.499814471243042568e+01,-3.850270194089812294e-04,4.279434793984020577e-06
1.502319109461966562e+01,-4.263826625633461453e-04,4.273533459519379606e-06
1.504823747680890556e+01,-3.589790564107708500e-04,4.283949593961797847e-06
1.507328385899814371e+01,-2.737710679556036738e-04,4.140266037415907073e-06
1.509833024118738365e+01,-1.625049202825730758e-04,4.014848155627327383e-06
1.512337662337662358e+01,-1.118408034802703948e-04,3.752488280768170277e-06
1.514842300556586174e+01,-1.527904447503237605e-04,3.508173179656716441e-06
1.517346938775510168e+01,-1.258579567673064113e-04,3.148101551912266125e-06
1.519851576994434161e+01,7.053999387069765162e-06,2.803621762593546579e-06
1.522356215213357977e+01,8.672334721301897301e-05,2.366751757795775762e-06
1.524860853432281971e+01,8.055282321947624031e-05,1.943301283173610612e-06
1.527365491651205964e+01,8.550989713142617872e-05,1.451658690675952279e-06
1.529870129870129780e+01,1.089916595556473486e-04,9.704310629505813248e-07
1.532374768089053774e+01,8.995880280304139210e-05,4.451044269928432072e-07
1.534879406307977767e+01,-2.152314658688999618e-06,-7.217879314392957633e-08
1.537384044526901583e+01,-1.461950962351259663e-05,-6.118265840304412951e-07
1.539888682745825577e+01,1.142601860076400975e-04,-1.145751696976012147e-06
1.542393320964749570e+01,1.961429572870320131e-04,-1.682326556215513721e-06
1.544897959183673386e+01,1.919108840359939829e-04,-2.214346247661581294e-06
1.547402597402597380e+01,1.927246053157711061e-04,-2.732961203189887322e-06
1.549907235621521373e+01,2.030837419147912197e-04,-3.246969514533807100e-06
1.552411873840445189e+01,2.024739570945979089e-04,-3.733418348858479511e-06
1.554916512059369182e+01,1.804405221776470968e-04,-4.214233888061455979e-06
1.557421150278293176e+01,1.587487776718460872e-04,-4.657416372276093955e-06
1.559925788497216992e+01,1.377464387591156880e-04,-5.092472288425567359e-06
1.562430426716140985e+01,1.289771041598198296e-04,-5.482823994706946244e-06
1.564935064935064979e+01,1.456772708884340067e-04,-5.863051137157668324e-06
1.567439703153988795e+01,1.570925668784326835e-04,-6.195039323836719054e-06
1.569944341372912788e+01,1.571464804563339952e-04,-6.513993397904403646e-06
1.572448979591836782e+01,1.783217140333088547e-04,-6.783778940468825544e-06
1.574953617810760598e+01,2.463820861301862760e-04,-7.038210450651391433e-06
1.577458256029684591e+01,2.656340746176095611e-04,-7.244343836657075243e-06
1.579962894248608585e+01,1.729997634694589465e-04,-7.431684129578497942e-06
1.582467532467532401e+01,9.191009628612854462e-05,-7.573525687300485891e-06
1.584972170686456394e+01,3.815376753712389039e-05,-7.694270897277408327e-06
1.587476808905380388e+01,0.000000000000000000e+00,-7.772839429263066541e-06
1.589981447124304204e+01,0.000000000000000000e+00,-7.828630967987453319e-06
1.592486085343228197e+01,0.000000000000000000e+00,-7.847540596949493570e-06
1.594990723562152191e+01,0.000000000000000000e+00,-7.843274821424776831e-06
1.597495361781076006e+01,0.000000000000000000e+00,-7.807130264484617044e-06
1.600000000000000000e+01,0.000000000000000000e+00,-7.748381433218138188e-06
